RecordedDate,response_id,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q3_a,Q3_b,Q3_c,Q4_a,Q4_b,Q4_c,Q5_a,Q5_b,Q6_a,Q6_b,Q7_a,Q7_b,Q7_c,Q7_d,Q7_e,Q8_a,Q8_b,Q8_c,Q8_d,Q8_e,Q10,Q11_a,Q11_b,Q11_c,Q11_d,Q12_a,Q12_b,Q12_c,Q12_d,wave,Q17,Q18,Q19,Q20,t_c
8/11/22 11:19,278,5,3,5,5,5,5,5,5,5,6,6,7,5,7,7,5,2,4,1,1,2,2,1,2,2,2,1,1,1,2,3,5,6,5,6,5,6,7,7,1,,,,,
9/26/22 12:40,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Good,Good,6,6,
7/29/22 9:01,279,2,2,2,1,2,2,2,2,1,2,4,1,1,4,1,1,,,,,,,,,,,,,,,,2,6,6,4,2,6,6,4,2,Average,Very poor,2,2,
8/2/22 11:31,280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
8/22/22 11:39,281,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,,,,,
8/30/22 16:43,281,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,2,Good,Good,4,4,
5/30/22 10:42,282,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,5,7,7,7,1,,,,,
5/25/22 12:51,283,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
5/30/22 9:29,284,4,5,6,7,6,4,4,6,6,6,5,6,6,6,6,6,,,,,,,,,,,,,,,,4,6,6,6,4,6,6,6,2,Good,Good,6,4,
5/23/22 17:02,285,4,3,4,5,5,4,5,4,4,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,6,7,7,7,1,,,,,
7/11/22 11:30,285,5,5,6,5,6,5,6,6,5,6,,,,,,,1,2,1,1,2,1,1,2,4,1,1,1,3,4,5,5,7,7,7,6,7,7,7,3,,,,,1
5/24/22 9:31,286,4,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,7,7,4,6,7,7,1,,,,,
5/25/22 11:02,286,5,5,6,7,7,5,5,6,7,7,5,6,7,5,6,7,,,,,,,,,,,,,,,,6,6,7,6,6,6,7,6,2,Excellent,Average,6,4,
5/24/22 9:06,287,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
5/17/22 12:00,288,6,7,6,6,7,7,7,6,7,7,7,7,7,7,7,7,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,6,6,5,6,7,7,7,7,1,,,,,
7/11/22 11:51,288,5,5,4,6,6,5,6,7,7,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,5,6,7,7,6,3,,,,,1
6/20/22 10:55,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
7/5/22 13:30,289,4,5,5,6,5,4,5,5,7,6,,,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,5,4,4,4,5,4,4,4,3,,,,,0
8/8/22 22:57,290,2,4,5,3,6,2,4,5,7,7,7,4,5,7,4,4,4,5,1,1,1,1,1,1,4,1,1,1,1,4,1,5,5,2,6,2,7,7,7,1,,,,,
8/4/22 11:01,291,6,6,6,7,7,6,6,6,6,6,6,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
7/15/22 18:07,292,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,2,4,4,6,3,,,,,1
7/29/22 9:39,293,5,6,6,6,6,5,6,7,6,6,6,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
8/2/22 11:53,293,6,6,6,6,6,6,6,7,6,6,6,6,6,7,7,6,,,,,,,,,,,,,,,,2,2,2,6,2,2,2,6,2,Good,Good,6,4,
7/8/22 10:49,293,6,7,6,7,6,6,7,7,7,7,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,0
6/6/22 10:53,294,6,5,6,6,6,6,5,6,6,6,6,5,5,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
6/8/22 13:35,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Excellent,Good,6,6,
7/11/22 14:24,294,6,5,5,7,6,4,4,4,7,4,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,7,4,4,5,7,4,3,,,,,1
3/23/22 14:39,295,6,7,7,6,6,6,7,7,6,6,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,7,7,7,7,1,,,,,
4/22/22 8:29,295,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Excellent,Good,7,6,
7/5/22 13:24,295,6,6,6,7,7,6,6,6,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,7,6,7,7,7,3,,,,,1
7/12/22 16:03,296,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
4/21/22 20:54,297,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,4,7,7,7,4,7,7,7,1,,,,,
8/7/22 11:17,298,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
8/11/22 12:11,298,6,6,6,6,4,6,6,6,6,4,6,6,6,6,6,6,,,,,,,,,,,,,,,,2,2,6,4,2,6,6,4,2,Good,Average,4,4,
3/28/22 10:37,299,3,5,5,5,5,5,6,5,5,5,7,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,7,6,7,7,7,1,,,,,
7/8/22 10:30,299,6,5,5,6,6,5,6,5,6,5,,,,,,,1,1,1,1,3,1,1,3,3,2,1,1,2,3,1,6,7,7,7,6,7,7,7,3,,,,,1
8/30/22 17:45,300,5,5,5,5,5,5,5,5,5,5,7,5,6,6,5,6,,,,,,,,,,,,,,,,5,7,6,5,3,7,6,6,2,Good,Good,4,6,
3/23/22 9:13,301,6,6,6,5,6,6,6,6,6,6,7,6,7,7,6,7,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,4,4,4,5,5,6,6,6,1,,,,,
4/22/22 17:35,301,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
7/25/22 10:53,301,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,2,1,1,2,2,2,1,1,2,2,5,4,7,7,7,4,7,7,7,3,,,,,1
3/23/22 10:42,302,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,,,,,
5/25/22 11:19,303,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,6,7,7,7,7,7,7,7,1,,,,,
5/16/22 13:28,304,6,4,5,6,5,6,3,4,6,6,6,5,4,7,5,4,3,2,1,1,2,1,2,1,2,1,1,1,1,1,4,3,2,1,3,1,1,1,1,1,,,,,
5/19/22 9:18,304,6,5,6,6,5,6,4,5,6,5,6,5,4,6,5,3,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,Average,Good,6,4,
7/28/22 10:08,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1
6/9/22 9:55,305,6,7,7,7,7,6,7,7,7,7,6,6,6,6,6,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,1,,,,,
6/13/22 12:37,305,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Excellent,7,7,
6/7/22 9:00,306,4,5,4,5,4,4,4,4,5,5,6,4,5,4,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,7,1,,,,,
6/22/22 16:16,306,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Good,7,7,
7/29/22 15:14,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,4,5,4,3,,,,,1
4/19/22 8:02,307,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,2,1,,,,,
4/20/22 10:19,307,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,2,Excellent,Excellent,7,6,
7/5/22 14:01,307,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,,,,,1
8/18/22 13:12,308,6,7,7,7,7,7,7,7,7,7,7,5,6,7,5,6,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,2,Average,Average,4,4,
4/20/22 10:29,309,5,6,6,6,6,5,6,6,6,6,7,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,,,,,
4/22/22 17:50,309,5,5,5,5,5,5,6,6,6,6,7,5,5,7,5,5,,,,,,,,,,,,,,,,4,6,6,6,4,7,7,7,2,Good,Good,6,4,
6/20/22 17:19,310,6,6,6,6,6,6,6,6,6,6,7,3,6,7,3,6,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Good,Good,7,7,
6/3/22 16:18,311,5,5,6,5,5,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,,,,4,4,4,6,1,,,,,
8/23/22 16:30,311,7,5,7,7,7,7,5,7,7,7,7,7,7,7,5,7,,,,,,,,,,,,,,,,6,7,7,7,7,7,7,7,2,Good,Average,4,4,
6/6/22 14:30,312,2,5,5,6,6,2,6,6,7,7,6,3,2,6,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,6,6,6,2,7,7,7,1,,,,,
7/7/22 11:10,312,2,3,3,6,6,2,2,6,6,6,,,,,,,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,7,7,7,2,7,7,7,3,,,,,0
6/6/22 11:06,313,2,2,6,7,6,3,2,6,7,5,7,2,5,7,2,5,7,4,3,2,2,1,2,1,4,2,1,2,1,4,3,2,7,7,7,2,7,7,7,1,,,,,
7/14/22 11:07,313,3,3,6,7,7,5,3,7,7,6,,,,,,,4,4,2,2,2,3,2,1,3,2,1,2,1,3,3,6,7,7,7,6,7,7,7,3,,,,,1
8/24/22 15:33,314,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Good,Good,7,6,
5/15/22 21:54,315,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,6,7,7,7,6,7,7,7,1,,,,,
5/16/22 13:45,316,3,3,6,6,6,3,3,6,6,6,6,3,5,6,3,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,6,1,,,,,
7/14/22 17:46,316,3,1,6,6,5,3,1,6,6,5,,,,,,,2,2,1,2,1,2,1,1,2,1,1,1,1,2,3,6,7,7,6,6,7,7,6,3,,,,,1
8/8/22 12:46,317,3,5,5,5,5,3,5,5,5,5,6,6,5,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,4,2,6,6,4,1,,,,,
8/26/22 22:12,317,6,5,6,6,6,6,6,6,6,6,6,5,6,6,5,6,,,,,,,,,,,,,,,,5,6,6,6,5,6,6,6,2,Good,Good,6,6,
5/6/22 8:10,318,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,3,1,6,6,2,1,,,,,
6/8/22 22:46,319,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
8/28/22 23:48,320,3,3,4,3,6,3,3,7,7,7,6,5,3,7,3,3,3,3,1,2,1,1,2,1,2,2,1,1,1,3,2,7,5,5,7,7,7,7,7,1,,,,,
8/29/22 11:50,320,6,5,6,7,7,6,4,6,7,7,7,4,4,7,5,5,,,,,,,,,,,,,,,,6,7,6,7,7,7,7,7,2,Good,Average,6,4,
3/23/22 14:31,321,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
4/5/22 16:09,321,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,4,7,7,6,4,7,7,7,2,Good,Good,7,6,
8/15/22 10:17,322,3,5,5,3,5,3,6,6,5,6,6,6,6,7,7,7,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,6,3,3,6,6,2,2,5,1,,,,,
8/24/22 10:25,322,6,6,6,6,6,6,6,6,6,6,7,7,6,7,7,7,,,,,,,,,,,,,,,,3,3,3,5,2,2,2,5,2,Average,Excellent,6,6,
8/15/22 10:19,323,3,6,6,3,4,4,6,6,4,4,7,5,5,7,6,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,
8/8/22 11:03,324,3,1,3,2,3,3,1,1,1,2,6,3,6,6,6,6,4,4,1,2,1,4,1,1,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,,,,,
8/30/22 16:56,324,5,4,4,5,5,5,5,4,5,5,5,5,5,6,6,6,,,,,,,,,,,,,,,,4,5,4,5,5,5,5,5,2,Excellent,Good,6,6,
7/12/22 11:01,324,5,3,3,5,5,5,5,3,5,3,,,,,,,4,4,1,2,3,1,1,1,2,2,1,1,1,1,2,6,5,4,4,5,3,3,3,3,,,,,0
4/12/22 13:03,325,,,,,,,,,,,,,,,,,4,4,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,
7/8/22 11:06,326,6,3,6,6,6,3,3,5,5,5,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,6,7,7,6,3,,,,,0
5/4/22 10:59,327,6,5,5,7,7,6,6,6,6,6,5,6,6,5,6,6,1,1,1,1,2,1,1,1,1,2,1,1,1,1,5,5,6,7,7,7,7,7,7,1,,,,,
3/28/22 18:06,328,6,4,5,7,6,5,6,5,7,6,7,6,6,7,6,6,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,3,2,4,4,1,1,1,1,1,,,,,
4/21/22 19:46,328,6,5,6,6,6,5,5,5,6,6,7,6,6,7,6,6,,,,,,,,,,,,,,,,5,7,7,7,5,7,7,7,2,Good,Good,7,7,
7/14/22 19:47,328,4,5,6,7,7,4,5,5,7,7,,,,,,,2,4,1,1,2,2,2,1,2,1,1,1,1,1,2,5,7,7,7,5,7,7,7,3,,,,,1
7/29/22 9:29,329,6,4,5,7,5,6,4,3,6,7,7,6,6,6,4,5,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,2,Excellent,Excellent,4,6,
7/8/22 11:23,329,5,3,2,5,6,2,4,3,5,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,0
6/3/22 15:27,330,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,6,6,6,6,1,,,,,
6/22/22 15:49,330,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,4,7,7,7,5,7,7,7,2,Excellent,Good,6,6,
7/11/22 14:54,330,6,4,4,4,4,4,4,4,4,4,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,,,,,1
6/24/22 11:32,331,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,5,6,6,6,1,,,,,
8/23/22 16:23,331,7,7,6,6,6,7,6,7,6,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,6,6,7,7,7,2,,,,7,
7/11/22 11:22,331,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,5,7,7,6,5,7,7,7,3,,,,,0
8/4/22 9:51,332,3,2,2,6,6,2,2,2,6,6,4,5,6,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,4,4,5,6,4,1,,,,,
4/24/22 14:18,333,3,5,5,7,3,3,5,5,7,3,5,6,7,5,6,7,,,,,,,,,,,,,,,,2,7,7,4,2,7,7,4,2,Good,Good,6,4,
5/23/22 11:46,334,6,6,6,7,7,6,5,5,7,7,7,5,6,7,5,6,4,4,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,5,2,1,2,2,1,,,,,
5/25/22 12:51,334,7,6,6,7,7,7,6,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,6,7,7,6,7,7,7,2,Excellent,Excellent,7,7,
3/23/22 13:50,335,4,6,6,5,5,5,5,5,5,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,,,,
5/23/22 22:42,336,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,5,5,7,7,5,1,,,,,
7/20/22 15:40,336,7,7,7,7,7,7,7,7,7,7,,,,,,,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,6,6,6,6,6,6,6,6,3,,,,,1
8/11/22 20:39,337,2,3,3,3,3,3,3,3,4,3,7,7,7,7,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,6,7,6,6,7,7,7,7,1,,,,,
8/17/22 14:28,337,6,6,6,6,6,5,5,6,6,6,7,6,6,7,6,6,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Good,Good,7,6,
7/11/22 14:38,337,2,4,3,4,4,2,2,2,3,3,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,3,,,,,0
8/22/22 10:58,338,6,7,7,7,7,6,7,7,7,7,7,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
8/24/22 20:19,338,6,6,7,7,7,5,6,7,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Good,Good,7,6,
7/14/22 9:38,338,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,6,7,7,7,6,7,7,7,3,,,,,0
8/2/22 11:48,339,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,4,4,4,5,4,4,4,5,2,Excellent,Excellent,7,4,
7/11/22 11:51,339,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,,,,,0
6/6/22 11:07,340,2,5,5,6,6,3,6,7,7,7,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,6,4,7,7,6,1,,,,,
8/25/22 14:13,340,5,6,6,6,6,5,6,6,6,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,2,6,7,7,2,7,7,7,2,Excellent,Excellent,7,4,
7/5/22 13:03,340,6,6,6,6,6,6,6,6,6,6,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,2,6,6,6,3,,,,,0
6/21/22 14:44,341,6,7,7,7,6,6,7,7,7,6,7,6,7,7,6,7,1,2,1,1,2,1,1,4,2,2,1,1,3,2,3,7,7,7,7,7,7,7,7,1,,,,,
7/14/22 9:36,341,6,7,7,7,6,6,7,7,7,6,,,,,,,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,7,7,7,7,7,7,7,7,3,,,,,1
8/2/22 12:00,342,7,2,5,5,7,7,2,5,5,7,6,4,6,7,4,6,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,6,2,2,4,6,2,2,4,1,,,,,
8/19/22 12:40,343,5,5,5,5,3,6,6,6,6,5,6,5,4,7,6,6,4,4,1,1,2,1,1,1,2,2,1,1,1,2,2,5,4,4,5,5,7,7,5,1,,,,,
8/25/22 16:54,343,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,6,6,6,7,7,7,7,2,Excellent,Good,7,7,
8/12/22 11:41,344,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,,,,,
7/14/22 19:38,344,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6,7,7,6,6,7,7,6,3,,,,,0
4/5/22 9:08,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,6,4,6,6,6,6,1,,,,,
4/22/22 15:30,345,5,4,6,6,5,4,4,6,6,5,6,5,6,6,5,6,,,,,,,,,,,,,,,,5,6,6,4,5,6,6,4,2,Good,Average,6,4,
3/17/22 10:58,346,5,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,,,,,
4/25/22 9:19,346,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,2,Excellent,Good,7,7,
6/6/22 14:47,347,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,5,7,7,7,5,7,7,7,2,Good,Good,2,4,
8/31/22 11:30,348,3,3,3,7,7,3,3,3,7,7,7,3,6,7,6,6,,,,,,,,,,,,,,,,4,7,7,7,4,7,7,7,2,Excellent,Good,6,6,
8/23/22 14:15,349,4,5,5,5,5,3,3,5,5,5,6,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,,,,,
4/13/22 17:39,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
5/24/22 18:01,350,6,7,7,6,7,6,7,7,6,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,7,7,7,6,7,7,7,2,Good,Poor,7,4,
7/5/22 18:29,350,6,6,6,6,6,6,6,6,6,6,,,,,,,3,3,1,1,3,1,1,1,3,1,1,1,1,1,2,6,7,7,7,6,7,7,7,3,,,,,1
7/12/22 18:22,351,6,6,5,6,6,6,6,5,6,6,,,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,6,7,7,7,6,7,7,7,3,,,,,1
8/9/22 12:05,352,6,5,6,6,5,6,2,6,5,6,3,2,4,3,2,4,,,,,,,,,,,,,,,,4,6,6,6,4,5,6,6,2,Excellent,Excellent,6,6,
7/8/22 13:28,352,2,6,4,4,4,3,6,4,4,4,,,,,,,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,7,7,1,3,,,,,0
8/10/22 15:36,353,5,5,5,6,6,5,5,5,6,6,6,6,6,6,6,6,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,,,,
8/17/22 14:50,353,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,2,Excellent,Excellent,7,7,
5/18/22 13:01,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
7/28/22 10:14,354,,,,,,,,,,,,,,,,,5,5,2,2,,,,,,,,,,,,,,,,,,,,3,,,,,1
8/26/22 11:43,355,,,,,,,,,,,,,,,,,5,5,1,1,2,2,2,1,2,,,,,,3,,,,,,,,,1,,,,,
8/17/22 10:52,355,6,5,6,6,7,6,5,6,6,7,7,5,7,7,5,7,,,,,,,,,,,,,,,,6,7,6,7,7,7,7,7,2,Excellent,Excellent,7,7,
3/18/22 10:30,356,6,6,6,6,7,6,6,6,6,7,7,6,6,7,6,6,3,4,1,1,1,1,1,1,3,1,1,1,1,1,2,7,7,7,7,7,7,7,7,1,,,,,
4/21/22 16:10,356,6,5,5,6,6,6,5,6,7,7,6,5,7,6,5,7,,,,,,,,,,,,,,,,7,6,7,6,7,7,7,7,2,Good,Good,6,4,
7/6/22 22:05,356,6,6,6,6,6,6,6,6,6,6,,,,,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,7,7,7,7,3,,,,,1
3/25/22 11:42,357,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7,7,7,7,7,1,,,,,
6/2/22 12:08,358,6,6,7,7,7,5,6,6,7,7,7,7,7,7,7,7,2,4,1,1,1,2,2,2,5,1,1,1,1,5,5,6,7,7,7,7,7,7,7,1,,,,,
7/15/22 12:22,358,6,6,6,6,6,6,6,6,6,6,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,4,7,7,7,6,7,7,7,3,,,,,1
8/30/22 11:34,359,6,7,7,7,7,6,7,7,7,7,7,6,6,7,6,6,,,,,,,,,,,,,,,,7,7,7,7,6,7,7,7,2,Excellent,Excellent,7,6,
7/11/22 15:26,359,7,7,7,7,7,7,7,7,7,7,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,,,,,0
3/28/22 12:49,360,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,7,4,2,7,7,4,1,,,,,
3/23/22 12:11,361,3,7,7,7,6,3,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,,,,,
3/24/22 11:57,362,6,6,6,6,6,6,6,6,6,6,7,5,6,7,6,6,2,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,7,6,6,2,7,7,6,1,,,,,
7/11/22 10:05,362,5,5,5,5,5,5,5,5,5,5,,,,,,,1,2,1,1,2,1,1,2,2,1,1,1,2,2,3,6,1,1,6,6,1,1,6,3,,,,,0
